"species","GCA","analysis_node","filtered_microRNA_score","N50","BUSCO_filled","BUSCO_Score","MirMachine.version","Total.families.searched","miRNA.score","Model"
"Eumetopias_jubatus","GCA_037043125.1","Laurasiatheria",81.11,61020890,"C:95.9%[S:93.2%,D:2.7%],F:0.5%,M:3.6%,n:14502",95.9,"0.2.13",217,92.6316,"deutero"
"Vanessa_atalanta","GCA_905147765.2","Lepidoptera",77.61,12152710,"C:95.8%[S:95.6%,D:0.2%],F:0.8%,M:3.4%,n:5286",95.8,"0.2.13",67,83.871,"proto"
"Sturmia_bella","GCA_963662145.1","Diptera",70.15,8855949,"C:95.8%[S:92.3%,D:3.5%],F:2.6%,M:1.6%,n:3285",95.8,"0.2.13",67,75.8065,"proto"
"Homo_sapiens","GCA_018472585.1","Catarrhini",74.29,34669379,"C:95.7%[S:95.3%,D:0.4%],F:0.2%,M:4.1%,n:13780",95.7,"0.2.13",245,87.5,"deutero"
"Candidula_unifasciata","GCA_905116865.2","Mollusca",78.85,246413,"C:86.2%[S:73.3%,D:12.9%],F:2.7%,M:11.1%,n:5295",86.2,"0.2.13",52,78.8462,"proto"
"Polymixis_flavicincta","GCA_949987655.1","Lepidoptera",73.13,11995485,"C:94.5%[S:94.0%,D:0.5%],F:1.1%,M:4.4%,n:5286",94.5,"0.2.13",67,79.0323,"proto"
"Tachina_grossa","GCA_949987645.1","Diptera",67.16,29528263,"C:95.5%[S:94.8%,D:0.7%],F:1.2%,M:3.3%,n:3285",95.5,"0.2.13",67,72.5806,"proto"
"Bicyclus_anynana","GCA_947172395.1","Lepidoptera",71.64,1166575,"C:95.5%[S:94.6%,D:0.9%],F:1.1%,M:3.4%,n:5286",95.5,"0.2.13",67,77.4194,"proto"
"Limanda_limanda","GCA_963576545.1","Clupeocephala",83.33,3420448,"C:96.1%[S:94.2%,D:1.9%],F:1.0%,M:2.9%,n:3640",96.1,"0.2.13",114,94.0594,"deutero"
"Ophion_slaviceki","GCA_944452655.1","Endopterygota",59.38,197158,"C:83.2%[S:81.1%,D:2.1%],F:7.6%,M:9.2%,n:5991",83.2,"0.2.13",64,62.2951,"proto"
"Cosmia_trapezina","GCA_905163495.3","Lepidoptera",70.15,7584852,"C:93.3%[S:90.4%,D:2.9%],F:2.6%,M:4.1%,n:5286",93.3,"0.2.13",67,75.8065,"proto"
"Antedon_bifida","GCA_963402885.1","Echinodermata",58.97,10359000,"C:97.4%[S:96.9%,D:0.5%],F:1.6%,M:1.0%,n:954",97.4,"0.2.13",39,58.9744,"deutero"
"Ceutorhynchus_assimilis","GCA_917834065.1","Endopterygota",71.88,3538480,"C:94.2%[S:91.4%,D:2.8%],F:1.4%,M:4.4%,n:2124",94.2,"0.2.13",64,75.4098,"proto"
"Glyptemys_insculpta","GCA_032172135.1","Archelosauria",88.98,95749198,"C:90.7%[S:88.9%,D:1.8%],F:2.1%,M:7.2%,n:7480",90.7,"0.2.13",118,98.1308,"deutero"
"Polydrusus_cervinus","GCA_935413205.1","Endopterygota",81.25,19113408,"C:93.5%[S:90.1%,D:3.4%],F:3.6%,M:2.9%,n:2124",93.5,"0.2.13",64,85.2459,"proto"
"Onychomys_leucogaster","GCA_949786395.1","Glires",64.09,20532404,"C:94.4%[S:93.9%,D:0.5%],F:0.8%,M:4.8%,n:13798",94.4,"0.2.13",220,73.822,"deutero"
"Epinephelus_moara","GCA_006386435.1","Clupeocephala",85.96,76174,"C:96.8%[S:95.9%,D:0.9%],F:1.0%,M:2.2%,n:3640",96.8,"0.2.13",114,97.0297,"deutero"
"Orthosia_incerta","GCA_948252205.1","Lepidoptera",73.13,5146806,"C:91.7%[S:87.8%,D:3.9%],F:3.7%,M:4.6%,n:5286",91.7,"0.2.13",67,79.0323,"proto"
"Falco_peregrinus","GCA_023634155.1","Neoaves",83.72,15744644,"C:93.4%[S:92.7%,D:0.7%],F:2.5%,M:4.1%,n:8338",93.4,"0.2.13",129,94.7368,"deutero"
"Protocalliphora_azurea","GCA_932273785.1","Diptera",71.64,1535847,"C:96.8%[S:95.9%,D:0.9%],F:0.7%,M:2.5%,n:3285",96.8,"0.2.13",67,77.4194,"proto"
"Nymphalis_urticae","GCA_905147175.2","Lepidoptera",76.12,12914721,"C:97.0%[S:96.7%,D:0.3%],F:0.6%,M:2.4%,n:5286",97,"0.2.13",67,82.2581,"proto"
"Syritta_pipiens","GCA_905187475.1","Diptera",71.64,28212948,"C:96.0%[S:95.4%,D:0.6%],F:0.9%,M:3.1%,n:3285",96,"0.2.13",67,77.4194,"proto"
"Polydrusus_pterygomalis","GCA_963969555.1","Endopterygota",81.25,23161000,"C:96.0%[S:95.1%,D:0.9%],F:2.1%,M:1.9%,n:2124",96,"0.2.13",64,85.2459,"proto"
"Eristalis_tenax","GCA_905231855.1","Diptera",73.13,6649640,"C:96.0%[S:95.2%,D:0.8%],F:0.7%,M:3.3%,n:3285",96,"0.2.13",67,79.0323,"proto"
"Homo_sapiens","GCA_042077735.1","Catarrhini",84.49,135341326,"C:98.9%[S:98.3%,D:0.6%],F:0.4%,M:0.7%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Eristalis_arbustorum","GCA_916610145.1","Diptera",71.64,1235116,"C:95.9%[S:95.2%,D:0.7%],F:0.7%,M:3.4%,n:3285",95.9,"0.2.13",67,77.4194,"proto"
"Unio_pictorum","GCA_030141615.1","Mollusca",90.38,10612599,"C:82.2%[S:79.4%,D:2.8%],F:3.7%,M:14.1%,n:5295",82.2,"0.2.13",52,90.3846,"proto"
"Unio_pictorum","GCA_030141615.1","Mollusca",90.38,10612599,"C:82.2%[S:79.4%,D:2.8%],F:3.7%,M:14.1%,n:5295",82.2,"0.2.13",52,90.3846,"proto"
"Unio_pictorum","GCA_030141615.1","Mollusca",90.38,10612599,"C:82.2%[S:79.4%,D:2.8%],F:3.7%,M:14.1%,n:5295",82.2,"0.2.13",52,90.3846,"proto"
"Unio_pictorum","GCA_030141615.1","Mollusca",90.38,10612599,"C:82.2%[S:79.4%,D:2.8%],F:3.7%,M:14.1%,n:5295",82.2,"0.2.13",52,90.3846,"proto"
"Calliphora_vomitoria","GCA_942486065.2","Diptera",67.16,14560000,"C:96.6%[S:96.0%,D:0.6%],F:0.6%,M:2.8%,n:3285",96.6,"0.2.13",67,72.5806,"proto"
"Agrotis_puta","GCA_943137145.2","Lepidoptera",70.15,637518,"C:95.3%[S:94.1%,D:1.2%],F:1.0%,M:3.7%,n:5286",95.3,"0.2.13",67,75.8065,"proto"
"Sialis_lutaria","GCA_949319165.1","Endopterygota",75,6710782,"C:96.6%[S:95.7%,D:0.9%],F:1.1%,M:2.3%,n:2124",96.6,"0.2.13",64,78.6885,"proto"
"Aethina_tumida","GCA_024364635.1","Endopterygota",43.75,840799,"C:50.6%[S:48.9%,D:1.7%],F:1.3%,M:48.1%,n:2124",50.6,"0.2.13",64,45.9016,"proto"
"Hypophthalmichthys_molitrix","GCA_022817975.1","Clupeocephala",80.7,21629,"C:93.3%[S:91.8%,D:1.5%],F:2.5%,M:4.2%,n:3640",93.3,"0.2.13",114,91.0891,"deutero"
"Thyatira_batis","GCA_905147785.1","Lepidoptera",74.63,7458081,"C:97.1%[S:96.8%,D:0.3%],F:0.8%,M:2.1%,n:5286",97.1,"0.2.13",67,80.6452,"proto"
"Plutella_xylostella","GCA_932276165.1","Lepidoptera",70.15,10961940,"C:96.1%[S:95.2%,D:0.9%],F:1.1%,M:2.8%,n:5286",96.1,"0.2.13",67,75.8065,"proto"
"Acipenser_ruthenus","GCA_902713435.2","Gnathostomata",83.67,8948077,"C:94.1%[S:32.6%,D:61.5%],F:1.3%,M:4.6%,n:3640",94.1,"0.2.13",98,91.1111,"deutero"
"Pieris_napi","GCA_905475465.2","Lepidoptera",70.15,8327096,"C:96.7%[S:96.0%,D:0.7%],F:0.8%,M:2.5%,n:5286",96.7,"0.2.13",67,75.8065,"proto"
"Homo_sapiens","GCA_018471075.1","Catarrhini",74.29,57173280,"C:95.8%[S:95.4%,D:0.4%],F:0.2%,M:4.0%,n:13780",95.8,"0.2.13",245,87.5,"deutero"
"Mythimna_ferrago","GCA_910589285.2","Lepidoptera",71.64,27190380,"C:96.9%[S:96.2%,D:0.7%],F:0.9%,M:2.2%,n:5286",96.9,"0.2.13",67,77.4194,"proto"
"Aethina_tumida","GCA_024364675.1","Endopterygota",75,11742490,"C:96.1%[S:94.2%,D:1.9%],F:0.8%,M:3.1%,n:2124",96.1,"0.2.13",64,78.6885,"proto"
"Aethina_tumida","GCA_024364675.1","Endopterygota",75,11742490,"C:99.3%[S:97.4%,D:1.9%],F:0.1%,M:0.6%,n:2124",99.3,"0.2.13",64,78.6885,"proto"
"Clostera_curtula","GCA_905475355.2","Lepidoptera",74.63,6772994,"C:96.6%[S:96.1%,D:0.5%],F:1.1%,M:2.3%,n:5286",96.6,"0.2.13",67,80.6452,"proto"
"Xestia_ashworthii","GCA_950022955.1","Lepidoptera",71.64,8046000,"C:94.3%[S:93.3%,D:1.0%],F:1.4%,M:4.3%,n:5286",94.3,"0.2.13",67,77.4194,"proto"
"Lagenorhynchus_albirostris","GCA_949774975.1","Laurasiatheria",77.42,3398034,"C:95.3%[S:94.0%,D:1.3%],F:0.7%,M:4.0%,n:13335",95.3,"0.2.13",217,88.4211,"deutero"
"Harpalus_rufipes","GCA_951394225.1","Endopterygota",73.44,8784621,"C:96.8%[S:95.6%,D:1.2%],F:0.5%,M:2.7%,n:2124",96.8,"0.2.13",64,77.0492,"proto"
"Pterostichus_madidus","GCA_911728475.2","Endopterygota",71.88,15821749,"C:93.8%[S:92.9%,D:0.9%],F:1.8%,M:4.4%,n:2124",93.8,"0.2.13",64,75.4098,"proto"
"Pycnomerus_fuliginosus","GCA_963924575.1","Endopterygota",78.12,7625985,"C:95.6%[S:94.7%,D:0.9%],F:1.5%,M:2.9%,n:2124",95.6,"0.2.13",64,81.9672,"proto"
"Channallabes_apus","GCA_030522415.1","Clupeocephala",78.95,8077467,"C:95.6%[S:93.5%,D:2.1%],F:0.9%,M:3.5%,n:3640",95.6,"0.2.13",114,89.1089,"deutero"
"Tinea_trinotella","GCA_905220625.1","Lepidoptera",68.66,5200664,"C:92.9%[S:92.1%,D:0.8%],F:1.9%,M:5.2%,n:5286",92.9,"0.2.13",67,74.1935,"proto"
"Aphidecta_obliterata","GCA_963966015.1","Endopterygota",67.19,4463513,"C:94.0%[S:90.2%,D:3.8%],F:2.3%,M:3.7%,n:2124",94,"0.2.13",64,70.4918,"proto"
"Homo_sapiens","GCA_042076825.1","Catarrhini",84.49,134873989,"C:98.8%[S:98.3%,D:0.5%],F:0.4%,M:0.8%,n:13780",98.8,"0.2.13",245,99.5192,"deutero"
"Operophtera_brumata","GCA_932527175.1","Lepidoptera",70.15,24133000,"C:94.6%[S:93.4%,D:1.2%],F:1.7%,M:3.7%,n:5286",94.6,"0.2.13",67,75.8065,"proto"
"Gavia_stellata","GCA_030936135.1","Neoaves",85.27,13765203,"C:92.9%[S:92.4%,D:0.5%],F:1.8%,M:5.3%,n:8338",92.9,"0.2.13",129,96.4912,"deutero"
"Lampropteryx_suffumata","GCA_948098925.1","Lepidoptera",67.16,1254367,"C:90.6%[S:89.1%,D:1.5%],F:1.1%,M:8.3%,n:5286",90.6,"0.2.13",67,72.5806,"proto"
"Eudonia_lacustrata","GCA_947562085.1","Lepidoptera",71.64,5522000,"C:91.6%[S:87.7%,D:3.9%],F:3.6%,M:4.8%,n:5286",91.6,"0.2.13",67,77.4194,"proto"
"Kryptolebias_hermaphroditus","GCA_007896545.1","Clupeocephala",82.46,46411,"C:95.5%[S:94.5%,D:1.0%],F:1.6%,M:2.9%,n:3640",95.5,"0.2.13",114,93.0693,"deutero"
"Panorpa_germanica","GCA_963678705.1","Endopterygota",67.19,4982906,"C:96.6%[S:93.8%,D:2.8%],F:1.1%,M:2.3%,n:2124",96.6,"0.2.13",64,70.4918,"proto"
"Tipula_lateralis","GCA_963932295.1","Diptera",68.66,3514814,"C:90.8%[S:89.6%,D:1.2%],F:1.4%,M:7.8%,n:3285",90.8,"0.2.13",67,74.1935,"proto"
"Apamea_crenata","GCA_949629175.1","Lepidoptera",68.66,4601725,"C:91.0%[S:90.5%,D:0.5%],F:1.1%,M:7.9%,n:5286",91,"0.2.13",67,74.1935,"proto"
"Hyperoplus_lanceolatus","GCA_026929865.2","Clupeocephala",82.46,31308663,"C:95.1%[S:93.8%,D:1.3%],F:1.2%,M:3.7%,n:3640",95.1,"0.2.13",114,93.0693,"deutero"
"Stratiomys_singularior","GCA_954870665.1","Diptera",71.64,35958556,"C:94.4%[S:93.4%,D:1.0%],F:0.8%,M:4.8%,n:3285",94.4,"0.2.13",67,77.4194,"proto"
"Agrochola_circellaris","GCA_914767685.1","Lepidoptera",70.15,9795968,"C:94.1%[S:91.2%,D:2.9%],F:2.5%,M:3.4%,n:5286",94.1,"0.2.13",67,75.8065,"proto"
"Nematopogon_swammerdamellus","GCA_946902875.1","Lepidoptera",68.66,5510598,"C:86.4%[S:85.4%,D:1.0%],F:2.8%,M:10.8%,n:5286",86.4,"0.2.13",67,74.1935,"proto"
"Geotrupes_spiniger","GCA_959613385.1","Endopterygota",73.44,7348763,"C:96.8%[S:95.7%,D:1.1%],F:0.7%,M:2.5%,n:2124",96.8,"0.2.13",64,77.0492,"proto"
"Exaiptasia_diaphana","GCA_024322265.1","Cnidaria",33.33,15556,"C:91.7%[S:86.8%,D:4.9%],F:3.9%,M:4.4%,n:954",91.7,"0.2.13",3,33.3333,"combined"
"Exephanes_ischioxanthus","GCA_958510785.1","Endopterygota",67.19,1080685,"C:91.8%[S:87.6%,D:4.2%],F:4.2%,M:4.0%,n:5991",91.8,"0.2.13",64,70.4918,"proto"
"Notamacropus_eugenii","GCA_028372415.1","Theria",76.8,15255043,"C:94.6%[S:92.5%,D:2.1%],F:0.7%,M:4.7%,n:9226",94.6,"0.2.13",125,93.2039,"deutero"
"Lordithon_lunulatus","GCA_963942505.1","Endopterygota",76.56,4216376,"C:91.6%[S:88.3%,D:3.3%],F:4.2%,M:4.2%,n:2124",91.6,"0.2.13",64,80.3279,"proto"
"Myrrha_octodecimguttata","GCA_958510865.1","Endopterygota",68.75,9660000,"C:92.3%[S:87.7%,D:4.6%],F:3.7%,M:4.0%,n:2124",92.3,"0.2.13",64,72.1311,"proto"
"Hedya_salicella","GCA_905404275.2","Lepidoptera",70.15,25550971,"C:96.6%[S:96.1%,D:0.5%],F:1.0%,M:2.4%,n:5286",96.6,"0.2.13",67,75.8065,"proto"
"Antilocapra_americana","GCA_007570785.1","Laurasiatheria",76.96,220431,"C:96.1%[S:93.1%,D:3.0%],F:0.8%,M:3.1%,n:13335",96.1,"0.2.13",217,87.8947,"deutero"
"Hirundo_rustica","GCA_015227805.3","Neoaves",81.4,2794774,"C:92.1%[S:91.6%,D:0.5%],F:1.2%,M:6.7%,n:10844",92.1,"0.2.13",129,92.1053,"deutero"
"Pterostichus_madidus","GCA_911728475.1","Endopterygota",71.88,15821749,"C:93.6%[S:92.7%,D:0.9%],F:2.1%,M:4.3%,n:2124",93.6,"0.2.13",64,75.4098,"proto"
"Agriphila_tristella","GCA_928269145.1","Lepidoptera",73.13,15285950,"C:94.0%[S:90.7%,D:3.3%],F:3.0%,M:3.0%,n:5286",94,"0.2.13",67,79.0323,"proto"
"Phyllostomus_discolor","GCA_004126475.3","Laurasiatheria",65.9,6892556,"C:93.6%[S:92.9%,D:0.7%],F:1.4%,M:5.0%,n:12234",93.6,"0.2.13",217,75.2632,"deutero"
"Hesperia_comma","GCA_905404135.1","Lepidoptera",68.66,10272607,"C:91.0%[S:88.6%,D:2.4%],F:3.4%,M:5.6%,n:5286",91,"0.2.13",67,74.1935,"proto"
"Melinaea_menophilus_n._ssp._AW-2005","GCA_918358695.1","Lepidoptera",71.64,17395838,"C:96.8%[S:96.0%,D:0.8%],F:0.5%,M:2.7%,n:5286",96.8,"0.2.13",67,77.4194,"proto"
"Rhingia_campestris","GCA_932526435.1","Diptera",74.63,2712162,"C:92.2%[S:88.2%,D:4.0%],F:2.5%,M:5.3%,n:3285",92.2,"0.2.13",67,80.6452,"proto"
"Podabrus_alpinus","GCA_932274525.1","Endopterygota",73.44,9879682,"C:95.9%[S:88.6%,D:7.3%],F:2.4%,M:1.7%,n:2124",95.9,"0.2.13",64,77.0492,"proto"
"Taurulus_bubalis","GCA_910589615.1","Clupeocephala",82.46,13037006,"C:91.0%[S:89.6%,D:1.4%],F:2.7%,M:6.3%,n:3640",91,"0.2.13",114,93.0693,"deutero"
"Pherbina_coryleti","GCA_943735905.1","Diptera",71.64,557358,"C:91.9%[S:85.6%,D:6.3%],F:3.5%,M:4.6%,n:3285",91.9,"0.2.13",67,77.4194,"proto"
"Geothlypis_trichas","GCA_009764595.1","Neoaves",79.07,3247339,"C:90.0%[S:89.1%,D:0.9%],F:1.8%,M:8.2%,n:10844",90,"0.2.13",129,89.4737,"deutero"
"Microchrysa_polita","GCA_949715475.1","Diptera",67.16,2833571,"C:93.2%[S:89.3%,D:3.9%],F:2.4%,M:4.4%,n:3285",93.2,"0.2.13",67,72.5806,"proto"
"Epinephelus_lanceolatus","GCA_005281545.1","Clupeocephala",85.09,159800,"C:95.7%[S:94.2%,D:1.5%],F:1.4%,M:2.9%,n:3640",95.7,"0.2.13",114,96.0396,"deutero"
"Echeneis_naucrates","GCA_900963305.1","Clupeocephala",84.21,12371513,"C:95.9%[S:94.8%,D:1.1%],F:1.6%,M:2.5%,n:3640",95.9,"0.2.13",114,95.0495,"deutero"
"Coregonus_clupeaformis","GCA_018398675.1","Clupeocephala",80.7,5728271,"C:95.9%[S:54.0%,D:41.9%],F:1.3%,M:2.8%,n:3640",95.9,"0.2.13",114,91.0891,"deutero"
"Anopheles_aquasalis","GCA_943734665.1","Diptera",67.16,38496358,"C:95.3%[S:94.8%,D:0.5%],F:1.0%,M:3.7%,n:3285",95.3,"0.2.13",67,72.5806,"proto"
"Polydactylus_sextarius","GCA_016801845.1","Clupeocephala",84.21,18418211,"C:91.6%[S:90.6%,D:1.0%],F:2.1%,M:6.3%,n:3640",91.6,"0.2.13",114,95.0495,"deutero"
"Aythya_fuligula","GCA_009819795.1","Neognathae",78.91,17816505,"C:96.0%[S:95.5%,D:0.5%],F:1.0%,M:3.0%,n:8338",96,"0.2.13",128,89.3805,"deutero"
"Hirtodrosophila_cameraria","GCA_949708635.1","Diptera",82.09,1033460,"C:97.3%[S:86.0%,D:11.3%],F:1.1%,M:1.6%,n:3285",97.3,"0.2.13",67,88.7097,"proto"
"Montipora_capitata","GCA_949126865.1","Cnidaria",33.33,2047503,"C:94.2%[S:93.5%,D:0.7%],F:2.4%,M:3.4%,n:954",94.2,"0.2.13",3,33.3333,"combined"
"Venusia_cambrica","GCA_951394065.1","Lepidoptera",68.66,8875562,"C:91.6%[S:88.4%,D:3.2%],F:3.0%,M:5.4%,n:5286",91.6,"0.2.13",67,74.1935,"proto"
"Cryptus_armator","GCA_963971235.1","Endopterygota",65.62,2928000,"C:95.4%[S:93.2%,D:2.2%],F:2.2%,M:2.4%,n:5991",95.4,"0.2.13",64,68.8525,"proto"
"Synanthedon_andrenaeformis","GCA_936446665.2","Lepidoptera",70.15,10560084,"C:95.6%[S:94.7%,D:0.9%],F:0.6%,M:3.8%,n:5286",95.6,"0.2.13",67,75.8065,"proto"
"Noctua_fimbriata","GCA_905163425.1","Lepidoptera",70.15,753227,"C:87.0%[S:84.4%,D:2.6%],F:3.1%,M:9.9%,n:5286",87,"0.2.13",67,75.8065,"proto"
"Bombus_vosnesenskii","GCA_011952255.1","Endopterygota",70.31,2733020,"C:94.3%[S:94.0%,D:0.3%],F:1.7%,M:4.0%,n:5991",94.3,"0.2.13",64,73.7705,"proto"
"Macomangulus_tenuis","GCA_964059405.1","Mollusca",76.92,11832636,"C:77.9%[S:76.6%,D:1.3%],F:4.2%,M:17.9%,n:5295",77.9,"0.2.13",52,76.9231,"proto"
"Lymantria_monacha","GCA_905163515.2","Lepidoptera",76.12,33489103,"C:96.8%[S:96.2%,D:0.6%],F:1.1%,M:2.1%,n:5286",96.8,"0.2.13",67,82.2581,"proto"
"Eudemis_profundana","GCA_947034915.1","Lepidoptera",73.13,1755860,"C:92.9%[S:88.4%,D:4.5%],F:3.2%,M:3.9%,n:5286",92.9,"0.2.13",67,79.0323,"proto"
"Hypsopygia_costalis","GCA_937001695.1","Lepidoptera",71.64,1320289,"C:91.6%[S:88.9%,D:2.7%],F:3.1%,M:5.3%,n:5286",91.6,"0.2.13",67,77.4194,"proto"
"Homo_sapiens","GCA_042030025.1","Catarrhini",74.29,104609862,"C:95.6%[S:95.1%,D:0.5%],F:0.4%,M:4.0%,n:13780",95.6,"0.2.13",245,87.5,"deutero"
"Plebejus_argus","GCA_905404155.1","Lepidoptera",71.64,3678063,"C:94.7%[S:94.2%,D:0.5%],F:0.9%,M:4.4%,n:5286",94.7,"0.2.13",67,77.4194,"proto"
"Dermochelys_coriacea","GCA_009764565.4","Archelosauria",88.14,7029801,"C:94.8%[S:93.9%,D:0.9%],F:1.4%,M:3.8%,n:7480",94.8,"0.2.13",118,97.1963,"deutero"
"Stomoxys_calcitrans","GCA_963082655.1","Diptera",70.15,1592967,"C:96.4%[S:95.5%,D:0.9%],F:0.8%,M:2.8%,n:3285",96.4,"0.2.13",67,75.8065,"proto"
"Nymphalis_urticae","GCA_905147055.1","Lepidoptera",76.12,13174285,"C:96.8%[S:96.4%,D:0.4%],F:0.9%,M:2.3%,n:5286",96.8,"0.2.13",67,82.2581,"proto"
"Zerene_cesonia","GCA_012273895.2","Lepidoptera",73.13,43484,"C:95.1%[S:92.4%,D:2.7%],F:1.0%,M:3.9%,n:5286",95.1,"0.2.13",67,79.0323,"proto"
"Zerene_cesonia","GCA_012273895.2","Lepidoptera",73.13,43484,"C:96.5%[S:93.5%,D:3.0%],F:0.9%,M:2.6%,n:5286",96.5,"0.2.13",67,79.0323,"proto"
"Anomoia_purmunda","GCA_951828415.1","Diptera",67.16,7442008,"C:96.9%[S:96.2%,D:0.7%],F:0.7%,M:2.4%,n:3285",96.9,"0.2.13",67,72.5806,"proto"
"Seriola_aureovittata","GCA_023856345.1","Clupeocephala",85.96,22205002,"C:96.9%[S:96.2%,D:0.7%],F:1.3%,M:1.8%,n:3640",96.9,"0.2.13",114,97.0297,"deutero"
"Acleris_literana","GCA_946894065.1","Lepidoptera",76.12,20431359,"C:94.9%[S:94.0%,D:0.9%],F:1.2%,M:3.9%,n:5286",94.9,"0.2.13",67,82.2581,"proto"
"Valencia_hispanica","GCA_963556495.2","Clupeocephala",81.58,38296799,"C:83.4%[S:82.4%,D:1.0%],F:2.2%,M:14.4%,n:15213",83.4,"0.2.13",114,92.0792,"deutero"
"Cyclophora_albipunctata","GCA_963082685.1","Lepidoptera",71.64,8283592,"C:93.7%[S:90.3%,D:3.4%],F:2.4%,M:3.9%,n:5286",93.7,"0.2.13",67,77.4194,"proto"
"Anopheles_coustani","GCA_943734705.1","Diptera",68.66,27992483,"C:95.4%[S:94.7%,D:0.7%],F:0.9%,M:3.7%,n:3285",95.4,"0.2.13",67,74.1935,"proto"
"Machimus_atricapillus","GCA_933228815.1","Diptera",70.15,25934730,"C:96.1%[S:94.6%,D:1.5%],F:0.8%,M:3.1%,n:3285",96.1,"0.2.13",67,75.8065,"proto"
"Ecdyonurus_torrentis","GCA_949318235.1","Pancrustacea",79.25,968624,"C:97.0%[S:95.8%,D:1.2%],F:1.4%,M:1.6%,n:1367",97,"0.2.13",53,80.7692,"proto"
"Amphiprion_clarkii","GCA_027123335.1","Clupeocephala",85.09,1159304,"C:96.6%[S:95.8%,D:0.8%],F:1.5%,M:1.9%,n:3640",96.6,"0.2.13",114,96.0396,"deutero"
"Lutjanus_erythropterus","GCA_020091685.1","Clupeocephala",85.96,2781023,"C:95.8%[S:94.8%,D:1.0%],F:1.9%,M:2.3%,n:3640",95.8,"0.2.13",114,97.0297,"deutero"
"Malachius_bipustulatus","GCA_910589365.1","Endopterygota",76.56,945557,"C:90.8%[S:87.6%,D:3.2%],F:3.2%,M:6.0%,n:2124",90.8,"0.2.13",64,80.3279,"proto"
"Hydriomena_furcata","GCA_912999755.1","Lepidoptera",71.64,5188503,"C:95.8%[S:93.3%,D:2.5%],F:1.9%,M:2.3%,n:5286",95.8,"0.2.13",67,77.4194,"proto"
"Lineus_longissimus","GCA_910592395.2","Lophotrochozoa",89.8,9910080,"C:98.1%[S:97.6%,D:0.5%],F:0.9%,M:1.0%,n:954",98.1,"0.2.13",49,89.7959,"proto"
"Mastacembelus_armatus","GCA_900324485.1","Clupeocephala",85.09,8014513,"C:96.4%[S:95.5%,D:0.9%],F:1.3%,M:2.3%,n:3640",96.4,"0.2.13",114,96.0396,"deutero"
"Nesoenas_mayeri","GCA_963082525.1","Neoaves",84.5,4840756,"C:92.0%[S:91.5%,D:0.5%],F:2.9%,M:5.1%,n:8338",92,"0.2.13",129,95.614,"deutero"
"Hypanus_sabinus","GCA_030144855.1","Chondrichthyes",81.63,4266932,"C:95.6%[S:92.6%,D:3.0%],F:1.3%,M:3.1%,n:3354",95.6,"0.2.13",98,88.8889,"deutero"
"Acropora_hyacinthus","GCA_020536085.1","Cnidaria",33.33,2162224,"C:83.8%[S:0.5%,D:83.3%],F:7.0%,M:9.2%,n:954",83.8,"0.2.13",3,33.3333,"combined"
"Brassicogethes_aeneus","GCA_921294245.1","Endopterygota",71.88,24416959,"C:95.2%[S:93.3%,D:1.9%],F:0.8%,M:4.0%,n:2124",95.2,"0.2.13",64,75.4098,"proto"
"Calliphora_vicina","GCA_958450345.1","Diptera",68.66,35250151,"C:97.1%[S:96.4%,D:0.7%],F:0.5%,M:2.4%,n:3285",97.1,"0.2.13",67,74.1935,"proto"
"Scophthalmus_maximus","GCA_022379125.1","Clupeocephala",85.09,25762658,"C:96.0%[S:95.2%,D:0.8%],F:1.7%,M:2.3%,n:3640",96,"0.2.13",114,96.0396,"deutero"
"Melanostoma_mellinum","GCA_914767615.1","Diptera",76.12,4565599,"C:95.5%[S:91.3%,D:4.2%],F:1.3%,M:3.2%,n:3285",95.5,"0.2.13",67,82.2581,"proto"
"Camelus_ferus","GCA_009834535.1","Laurasiatheria",79.72,5365398,"C:93.9%[S:93.4%,D:0.5%],F:1.3%,M:4.8%,n:13335",93.9,"0.2.13",217,91.0526,"deutero"
"Homo_sapiens","GCA_018469675.1","Catarrhini",74.29,49858426,"C:95.7%[S:95.3%,D:0.4%],F:0.2%,M:4.1%,n:13780",95.7,"0.2.13",245,87.5,"deutero"
"Crocallis_elinguaria","GCA_907269065.1","Lepidoptera",71.64,28485152,"C:94.1%[S:91.8%,D:2.3%],F:2.7%,M:3.2%,n:5286",94.1,"0.2.13",67,77.4194,"proto"
"Argyresthia_goedartella","GCA_949825045.1","Lepidoptera",65.67,11054590,"C:95.0%[S:93.6%,D:1.4%],F:1.2%,M:3.8%,n:5286",95,"0.2.13",67,70.9677,"proto"
"Noctua_janthe","GCA_910589505.1","Lepidoptera",71.64,1210196,"C:91.4%[S:88.6%,D:2.8%],F:3.3%,M:5.3%,n:5286",91.4,"0.2.13",67,77.4194,"proto"
"Takifugu_flavidus","GCA_003711565.2","Clupeocephala",82.46,4357567,"C:93.5%[S:92.5%,D:1.0%],F:1.6%,M:4.9%,n:3640",93.5,"0.2.13",114,93.0693,"deutero"
"Melanargia_galathea","GCA_920103875.1","Lepidoptera",71.64,1106272,"C:92.0%[S:90.7%,D:1.3%],F:1.3%,M:6.7%,n:5286",92,"0.2.13",67,77.4194,"proto"
